file,url,publisher,title,date,retrieved_utc,md5,notes
bear_creek_pto_page_2026-09-03.html,https://bce.bvsd.org/about/bear-creek-pto,Bear Creek Elementary (bce.bvsd.org),Bear Creek PTO - Bear Creek Elementary School,,2026-09-04T02:40:35Z,cbbb88b41818b25fcb19e85bf923581a,Bear Creek PTO page; text: bear_creek_pto_page_2026-09-03.txt
bvsd_choice_enrollment_faq_2026-09-03.html,https://www.bvsd.org/parents-students/enrollment-center/choice-enrollment/frequently-asked-questions,BVSD,Frequently Asked Questions - Boulder Valley School District,,2026-09-04T02:24:54Z,cff58c6236361a45bbee70adac9ab33d,text: bvsd_choice_enrollment_faq_2026-09-03.txt
bvsd_choice_enrollment_page_2026-09-03.html,https://www.bvsd.org/parents-students/enrollment-center/choice-enrollment,BVSD,Choice Enrollment - Boulder Valley School District,,2026-09-04T02:24:53Z,397fea8cbdd9eb18456e17d8c4260540,text: bvsd_choice_enrollment_page_2026-09-03.txt
bvsd_declining_enrollment_page_2026-09-03.html,https://www.bvsd.org/current-topics/declining-enrollment,BVSD,Resilient Schools: Responding to declining enrollment - Boulder Valley School District,,2026-09-04T02:34:43Z,46bf9b8c3b542658c23b2c5bf900caed,Resilient Schools landing page (HTML; PDF print already in data/raw/bvsd); text: bvsd_declining_enrollment_page_2026-09-03.txt
bvsd_financial_data_files_page_2026-09-03.html,https://www.bvsd.org/about/financial-transparency/financial-data-files,BVSD,Financial Data Files - Boulder Valley School District,,2026-09-04T02:24:57Z,dd4861da7132337284eee3fa5b499ece,financial data files landing page; text: bvsd_financial_data_files_page_2026-09-03.txt
bvsd_financial_transparency_budget_page_2026-09-03.html,https://www.bvsd.org/about/financial-transparency/budget,BVSD,Budget - Boulder Valley School District,,2026-09-04T02:24:54Z,1f8303474f3e27c6eda60e30ab769a71,budget landing page; text: bvsd_financial_transparency_budget_page_2026-09-03.txt
bvsd_negotiated_agreements_salary_schedules_page_2026-09-03.html,https://www.bvsd.org/departments/human-resources/negotiated-agreements-salary-schedules,BVSD,"Negotiated Agreements, Terms & Conditions and  Salary Schedules - Boulder Valley School District",,2026-09-04T02:32:29Z,9f3097c53e00f02fed4e6a5234755ea9,HR page listing agreements; text: bvsd_negotiated_agreements_salary_schedules_page_2026-09-03.txt
bvsd_news_developing_the_proposal_2026.html,https://www.bvsd.org/about/news/news-article/~board/district-news/post/developing-the-proposal-what-we-have-been-up-to-and-what-to-expect,BVSD news,Developing the Board of Education proposal for school adjustments | News Article,2026,2026-09-04T02:34:33Z,5d762023bf93fdddd0e2e16ccc4f66de,text: bvsd_news_developing_the_proposal_2026.txt
bvsd_news_latest_enrollment_data_confirms_need_for_holistic_action.html,https://www.bvsd.org/about/news/news-article/~board/district-news/post/latest-enrollment-data-confirms-need-for-holistic-action,BVSD news,Latest enrollment data confirms need for holistic action | News Article,,2026-09-04T02:32:06Z,f14fd311143d54327faa648f3feba242,text: bvsd_news_latest_enrollment_data_confirms_need_for_holistic_action.txt
bvsd_news_proposal_presented_to_board_august_25_2026.html,https://www.bvsd.org/about/news/news-article/~board/district-news/post/presenting-recommendations-to-the-board-on-august-25,BVSD news,Resilient Schools proposal presented to Board August 25 | News Article,2026-08,2026-09-04T02:34:35Z,bc11f825c1cb77f5d1247dfa20525722,text: bvsd_news_proposal_presented_to_board_august_25_2026.txt
bvsd_news_resilient_schools_proposal_2026-08.html,https://www.bvsd.org/about/news/news-article/~board/district-news/post/resilient-schools-proposal,BVSD news,Resilient Schools Proposal | News Article,2026-08,2026-09-04T02:34:30Z,e81e51102356066f77794260389a8f99,text: bvsd_news_resilient_schools_proposal_2026-08.txt
bvsd_open_enrollment_page_2026-09-03.html,https://www.bvsd.org/departments/enrollment/open-enrollment,BVSD,Open Enrollment - Boulder Valley School District,,2026-09-04T02:24:51Z,28260866de1a33ff21c6ebf02e131634,text: bvsd_open_enrollment_page_2026-09-03.txt
bvsd_policies_section_j_list_2026-09-03.html,https://www.bvsd.org/about/board-of-education/policies/policybycategory/~board/j-policies,BVSD,Policy By Category - Boulder Valley School District,,2026-09-04T02:24:57Z,ce4cea8be892fa2ec4e94abb5ae1e0f2,Section J policy list; text: bvsd_policies_section_j_list_2026-09-03.txt
bvsd_resilient_schools_proposal_faq_2026-09-03.html,https://www.bvsd.org/current-topics/declining-enrollment/declining-enrollment-frequently-asked-questions,BVSD,Resilient Schools Proposal Frequently Asked Questions - Boulder Valley School District,,2026-09-04T02:34:39Z,4dde63d546d1f798350442edee3ff888,Resilient Schools Proposal FAQ (HTML; PDF print already in data/raw/bvsd); text: bvsd_resilient_schools_proposal_faq_2026-09-03.txt
bvsd_resilient_schools_proposal_supporting_data_2026-09-03.html,https://www.bvsd.org/current-topics/declining-enrollment/resilient-schools-proposal-supporting-data,BVSD,Resilient Schools Proposal Supporting Data - Boulder Valley School District,,2026-09-04T02:34:41Z,ee339fd62c60f2fa38b3a84edcce5a4b,Supporting data page; text: bvsd_resilient_schools_proposal_supporting_data_2026-09-03.txt
bvsd_resilient_schools_transportation_faq_2026-09-03.html,https://www.bvsd.org/current-topics/declining-enrollment/resilient-schools-transportation-faq,BVSD,Transportation following school changes - Boulder Valley School District,,2026-09-04T02:24:54Z,baa4d79d9a8a47e9c551f078b5a9cb63,text: bvsd_resilient_schools_transportation_faq_2026-09-03.txt
tableau_bvsd_enrollment_dashboard_workbook_metadata_2026-09-03.json,https://public.tableau.com/app/profile/bvsd/viz/BVSDEnrollmentDashboard/WelcomeBienvenidos,BVSD (Tableau Public),BVSD Enrollment Dashboard - workbook metadata and view list,2026-02-26,2026-09-04T02:39:47Z,2e05ef1163c7881f382ad8b398e76517,"allowDataAccess=false: no Download>Data/Crosstab; workbook file not downloadable; sheet list only. Manual export needed.; text: tableau_bvsd_enrollment_dashboard_workbook_metadata_2026-09-03.txt; retrieved from https://public.tableau.com/profile/api/workbook/BVSDEnrollmentDashboard (+ single_workbook, profile)"
