file,url,publisher,title,date,retrieved_utc,md5,notes
boulderweekly_2026_bvsd_discusses_consolidation_and_closure_options.html,https://boulderweekly.com/news/govt-watch/bvsd-discusses-school-consolidation-and-closure-options/,Boulder Weekly,BVSD discusses school consolidation and closure options - Boulder Weekly,2026-08-28,2026-09-04T02:24:46Z,54dd1047cdd62ad890bea543401b55f1,text: boulderweekly_2026_bvsd_discusses_consolidation_and_closure_options.txt
brl_2026-03-10_too_many_schools_too_few_students.html,https://boulderreportinglab.org/2026/03/10/too-many-schools-too-few-students-bvsd-begins-planning-possible-closures/,Boulder Reporting Lab,"Too many schools, too few students: BVSD begins planning possible closures",2026-03-10,2026-09-04T02:37:48Z,1ff1fc721dcbe71069a55f75d70b454c,site returned HTTP 429 to direct page requests; article body retrieved via WP REST API; text: brl_2026-03-10_too_many_schools_too_few_students.txt; retrieved from https://boulderreportinglab.org/wp-json/wp/v2/posts?slug=too-many-schools-too-few-students-bvsd-begins-planning-possible-closures
brl_2026-03-22_a_school_consolidation_once_divided_boulder.html,https://boulderreportinglab.org/2026/03/22/a-school-consolidation-once-divided-boulder-now-the-district-is-about-to-try-again/,Boulder Reporting Lab,A school consolidation once divided Boulder. Now the district is about to try again.,2026-03-22,2026-09-04T02:37:48Z,581c24ab9c4095b77301669ba9029ae9,site returned HTTP 429 to direct page requests; article body retrieved via WP REST API; text: brl_2026-03-22_a_school_consolidation_once_divided_boulder.txt; retrieved from https://boulderreportinglab.org/wp-json/wp/v2/posts?slug=a-school-consolidation-once-divided-boulder-now-the-district-is-about-to-try-again
brl_2026-04-26_inside_bvsds_final_meeting_on_possible_closures.html,https://boulderreportinglab.org/2026/04/26/inside-bvsds-final-meeting-on-possible-school-closures-as-declining-enrollment-forces-tough-choices/,Boulder Reporting Lab,Inside BVSD’s final meeting on possible school closures as declining enrollment forces tough choices,2026-04-26,2026-09-04T02:37:48Z,96286c7e8d8505b365a4da70d698fee6,site returned HTTP 429 to direct page requests; article body retrieved via WP REST API; text: brl_2026-04-26_inside_bvsds_final_meeting_on_possible_closures.txt; retrieved from https://boulderreportinglab.org/wp-json/wp/v2/posts?slug=inside-bvsds-final-meeting-on-possible-school-closures-as-declining-enrollment-forces-tough-choices
brl_2026-06-09_parents_organize_to_save_their_schools.html,https://boulderreportinglab.org/2026/06/09/as-boulder-valley-school-district-weighs-closures-parents-organize-to-save-their-schools/,Boulder Reporting Lab,"As Boulder Valley School District weighs closures, parents organize to save their schools",2026-06-09,2026-09-04T02:37:48Z,fa91bd8a54dae59b080b9d7a5bdba1a7,site returned HTTP 429 to direct page requests; article body retrieved via WP REST API; text: brl_2026-06-09_parents_organize_to_save_their_schools.txt; retrieved from https://boulderreportinglab.org/wp-json/wp/v2/posts?slug=as-boulder-valley-school-district-weighs-closures-parents-organize-to-save-their-schools
brl_2026-08-20_emails_show_bvsd_preparing_for_closures.html,https://boulderreportinglab.org/2026/08/20/emails-show-bvsd-preparing-for-possible-school-closures-months-before-public-recommendation/,Boulder Reporting Lab,"Boulder Valley School District prepared for possible school closures months before public recommendation, emails show",2026-08-20,2026-09-04T02:24:45Z,34dd837a63594fec1809eabb9eca8120,district emails; superintendent/charter concern; $10M figure; text: brl_2026-08-20_emails_show_bvsd_preparing_for_closures.txt
brl_2026-08-25_bvsd_proposes_closing_four_elementary_schools.html,https://boulderreportinglab.org/2026/08/25/bvsd-proposes-closing-four-elementary-schools-in-sweeping-consolidation-plan/,Boulder Reporting Lab,Boulder Valley School District proposes closing four elementary schools in sweeping consolidation plan,2026-08-25,2026-09-04T02:24:45Z,896fa607e924fdebff4de70fcf22849f,text: brl_2026-08-25_bvsd_proposes_closing_four_elementary_schools.txt
brl_newsletter_2026-08_bvsd_names_the_4_elementary_schools.html,https://boulderreportinglab.org/newsletter/%F0%9F%8F%AB-bvsd-names-the-4-elementary-schools-it-wants-to-close/,Boulder Reporting Lab (newsletter),🏫 BVSD names the 4 elementary schools it wants to close - The Boulder Reporting Lab,2026-08-26,2026-09-04T02:24:46Z,2d31006ebbf805503b93dd5549a40d1e,newsletter; text: brl_newsletter_2026-08_bvsd_names_the_4_elementary_schools.txt
cbs_colorado_2026-08_bvsd_proposes_closing_schools.html,https://www.cbsnews.com/colorado/news/boulder-valley-school-district-proposes-closing-schools-amid-enrollment-decline/,CBS Colorado,Boulder Valley School District proposes closing schools amid enrollment decline - CBS Colorado,2026-08-25,2026-09-04T02:24:47Z,d4597967ba021af551aa61460e24a96a,text: cbs_colorado_2026-08_bvsd_proposes_closing_schools.txt
changeorg_petition_keep_mesa_elementary_integrated.html,https://www.change.org/p/shelly-benford-keep-mesa-elementary-school-integrated,change.org (petition),"Petition · Keep Mesa Elementary School Integrated - Boulder, United States · Change.org",2016-10-18,2026-09-04T02:32:01Z,7e21853f6e7440d43d5ddde578d20464,community petition re Mesa; text: changeorg_petition_keep_mesa_elementary_integrated.txt
